run_id,series,alpha,Q_Y_COS_mean,Q_Y_COS_std,Q_Y_COS_sem,Q_Y_mean,FIT_Y_mean,Q_W_mean,Q_X_mean
20260503_021534_bg_N200_M50_a41_S20_steps5000_63ff7e,BiGAMP (F = 1),0.6,0.3163343981,0.0001354543434,3.028851197e-05,0.04600585606,0.07086055875,0.0003471762386,0.0003200417705
20260503_021534_bg_N200_M50_a41_S20_steps5000_63ff7e,BiGAMP (F = 1),0.7,0.4066757396,0.0001473789669,3.295493885e-05,0.07049236074,0.1109386325,-0.001691716643,-0.002155986736
20260503_021534_bg_N200_M50_a41_S20_steps5000_63ff7e,BiGAMP (F = 1),0.8,0.4486713305,0.0001467058707,3.280442995e-05,0.08875601105,0.1383793831,0.0009167800352,0.0003391591585
20260503_021534_bg_N200_M50_a41_S20_steps5000_63ff7e,BiGAMP (F = 1),0.9,0.5125670165,0.0001471377283,3.290099625e-05,0.1174614985,0.1824071944,0.0009542393906,0.001016041817
20260503_021534_bg_N200_M50_a41_S20_steps5000_63ff7e,BiGAMP (F = 1),1,0.5476511091,0.0002194089296,4.906132814e-05,0.1420930609,0.2168670624,0.002518318332,0.001686604381
20260503_021534_bg_N200_M50_a41_S20_steps5000_63ff7e,BiGAMP (F = 1),1.1,0.5946688712,0.0001626239119,3.636381217e-05,0.1651093252,0.2531295478,-0.00172759671,-0.001045843078
20260503_021534_bg_N200_M50_a41_S20_steps5000_63ff7e,BiGAMP (F = 1),1.2,0.6424531311,0.0002860260264,6.395736384e-05,0.1905439809,0.2931234032,0.003753816817,0.004652766182
20260503_021534_bg_N200_M50_a41_S20_steps5000_63ff7e,BiGAMP (F = 1),1.3,0.6604135931,0.0002856788615,6.38797354e-05,0.2101361223,0.3190281779,0.0009653018438,0.0008502234166
20260503_021534_bg_N200_M50_a41_S20_steps5000_63ff7e,BiGAMP (F = 1),1.4,0.7090998203,0.0001701134526,3.803852438e-05,0.2492986627,0.3749954045,-0.0007101515574,-0.00242542559
20260503_021534_bg_N200_M50_a41_S20_steps5000_63ff7e,BiGAMP (F = 1),1.5,0.7350088716,0.0002664826206,5.958732545e-05,0.2754395053,0.4104465902,0.002656127693,0.002069357713
20260503_021534_bg_N200_M50_a41_S20_steps5000_63ff7e,BiGAMP (F = 1),1.6,0.7699394375,0.0003024021164,6.761916889e-05,0.3093916759,0.4573087394,-0.003811552827,-0.004371443318
20260503_021534_bg_N200_M50_a41_S20_steps5000_63ff7e,BiGAMP (F = 1),1.7,0.7984560549,0.0004054742043,9.066678839e-05,0.3408106446,0.4994313732,0.0003878478761,0.0008835419576
20260503_021534_bg_N200_M50_a41_S20_steps5000_63ff7e,BiGAMP (F = 1),1.8,0.8249606282,0.0004271889958,9.552236338e-05,0.3763580501,0.5445853963,-0.001240076149,-0.001313284234
