run_id,series,alpha,Q_Y_COS_mean,Q_Y_COS_std,Q_Y_mean,NMSE_Y_mean,FIT_Y_mean,Q_W_mean,Q_X_mean
20260503_012128_bg_N200_M50_a41_S5_steps5000_ddc484,"Dense BiGAMP, 5k steps",3.7,1.000000011920929,1.066240299940009e-07,0.9999993205070495,2.3345953081843617e-08,0.9999999766540469,0.0017615796998143197,0.00012903423048555852
20260503_012128_bg_N200_M50_a41_S5_steps5000_ddc484,"Dense BiGAMP, 5k steps",3.8,0.9999999761581421,3.2646808475563895e-08,0.9999997615814209,2.317603353674258e-08,0.9999999768239665,-0.0005954857915639877,0.0015418869676068424
20260503_012128_bg_N200_M50_a41_S5_steps5000_ddc484,"Dense BiGAMP, 5k steps",3.9,0.9999999642372132,3.264680847556389e-08,0.9999989628791809,2.2315088799018666e-08,0.9999999776849112,-0.011237613670527936,-0.008602196630090476
20260503_012128_bg_N200_M50_a41_S5_steps5000_ddc484,"Dense BiGAMP, 5k steps",4.0,0.9999999880790711,7.771494871619521e-08,0.9999970316886901,2.2021920997872258e-08,0.999999977978079,-1.1582882143557071e-05,0.0013913244009017944
20260503_012144_bgs_N200_M50_a41_S5_steps5000_1dea1b,"Spreading BiGAMP, no Onsager, 5k steps",0.0,0.0008227454381994903,0.006451832130551338,4.593890844262205e-05,1.000085711479187,-8.577108383178711e-05,0.0007705252501182258,0.0010860244510695338
20260503_012144_bgs_N200_M50_a41_S5_steps5000_1dea1b,"Spreading BiGAMP, no Onsager, 5k steps",0.1,0.043752092868089676,0.00529722822830081,0.024792227894067764,1.2727864980697632,-0.27278637886047363,-0.0013654682552441955,0.0005404189578257501
20260503_012144_bgs_N200_M50_a41_S5_steps5000_1dea1b,"Spreading BiGAMP, no Onsager, 5k steps",0.2,0.05376492068171501,0.006317881401628256,0.050656259059906006,1.7887659072875977,-0.7887658476829529,-0.005118762142956257,-0.003907334059476852
20260503_012144_bgs_N200_M50_a41_S5_steps5000_1dea1b,"Spreading BiGAMP, no Onsager, 5k steps",0.3,0.060517407953739166,0.006189593579620123,0.07355858385562897,2.3278229236602783,-1.3278229236602783,-0.0026006256230175495,0.0016143408138304949
20260503_012144_bgs_N200_M50_a41_S5_steps5000_1dea1b,"Spreading BiGAMP, no Onsager, 5k steps",0.4,0.07284005731344223,0.004672976676374674,0.09978512674570084,2.678138494491577,-1.6781381368637085,0.004977630451321602,-0.014112904667854309
20260503_012144_bgs_N200_M50_a41_S5_steps5000_1dea1b,"Spreading BiGAMP, no Onsager, 5k steps",0.5,0.084488645195961,0.003555461298674345,0.12572772800922394,2.967886447906494,-1.9678865671157837,-0.003991504665464163,0.0018745482666417956
20260503_012144_bgs_N200_M50_a41_S5_steps5000_1dea1b,"Spreading BiGAMP, no Onsager, 5k steps",0.6,0.09353680163621902,0.004781743511557579,0.14528067409992218,3.1226096153259277,-2.1226096153259277,0.004098059609532356,-0.0008205436170101166
20260503_012144_bgs_N200_M50_a41_S5_steps5000_1dea1b,"Spreading BiGAMP, no Onsager, 5k steps",0.7,0.11295106261968613,0.004261130001395941,0.178194060921669,3.133474111557007,-2.133474111557007,-0.015000681392848492,-0.006740137934684753
20260503_012144_bgs_N200_M50_a41_S5_steps5000_1dea1b,"Spreading BiGAMP, no Onsager, 5k steps",0.8,0.1273905485868454,0.0067141419276595116,0.19932129979133606,3.046854019165039,-2.046854019165039,-0.0011259512975811958,-0.0075118402019143105
20260503_012144_bgs_N200_M50_a41_S5_steps5000_1dea1b,"Spreading BiGAMP, no Onsager, 5k steps",0.9,0.14607948064804077,0.007652201224118471,0.22765155136585236,2.9735209941864014,-1.973521113395691,-0.00530991330742836,-0.0019512601429596543
20260503_012144_bgs_N200_M50_a41_S5_steps5000_1dea1b,"Spreading BiGAMP, no Onsager, 5k steps",1.0,0.1608813852071762,0.006539756432175636,0.2472037374973297,2.8671224117279053,-1.8671222925186157,0.0031187948770821095,0.009154393337666988
20260503_012144_bgs_N200_M50_a41_S5_steps5000_1dea1b,"Spreading BiGAMP, no Onsager, 5k steps",1.1,0.18046174943447113,0.0054049366153776646,0.2713015675544739,2.7179856300354004,-1.7179855108261108,-0.005626524332910776,-0.0015948709333315492
